English Name_Nom anglais,French Name_Nom français,Sort Order_Ordre de tri,Scientific Name_Nom scientifique,Survey_Relevé,Year_Année,Annual Index_Indice annuel,Lower 95% Credible Limit_Limite inférieure crédible de 95%,Upper 95% Credible Limit_Limite supérieure crédible de 95%
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1970,1110408.646,847488.8743,1420198.017
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1971,1179599.173,950159.6229,1448676.061
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1972,1255027.043,1039959.813,1501106.662
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1973,1333121.52,1120000.222,1574219.186
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1974,1417727.968,1208319.926,1663120.935
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1975,1505205.092,1290248.404,1769742.572
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1976,1596424.207,1357763.988,1880677.391
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1977,1679454.485,1425205.684,1982620.066
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1978,1755945.508,1490439.966,2083069.246
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1979,1813923.878,1529726.487,2156895.242
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1980,1866597.327,1579625.953,2206823.991
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1981,1917714.473,1615887.502,2272090.044
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1982,1971616.843,1639025.622,2339852.698
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1983,2040104.984,1687541.423,2428424.673
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1984,2118602.562,1757320.769,2542124.24
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1985,2220681.594,1839911.171,2675589.398
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1986,2345295.38,1925637.356,2839038.85
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1987,2504981.807,2039373.179,3032758.849
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1988,2696618.185,2187200.861,3289615.043
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1989,2941509.543,2377829.112,3605831.775
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1990,3251905.05,2623315.421,4007259.537
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1991,3646651.915,2954569.655,4472127.599
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1992,4135096.262,3309535.227,5054069.221
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1993,4717496.768,3799172.83,5709536.632
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1994,5436054.08,4445405.471,6484835.34
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1995,6270755.842,5211707.268,7467680.189
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1996,7226499.327,6054449.845,8585957.871
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1997,8283318.599,7023309.056,9822117.473
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1998,9367555.402,8014042.929,11108015.63
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,1999,10402149.86,8885775.08,12259436.05
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2000,11258891.49,9668525.186,13176965.4
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2001,11888765.9,10309666.73,13761889.07
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2002,12302022.71,10782928.66,14081122.22
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2003,12597306.99,11090256.92,14461330.84
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2004,12834130.59,11251486.81,14594168.15
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2005,13018000.77,11415346.13,14814648.43
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2006,13171249.63,11522872.9,14991432.18
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2007,13270405.13,11612292.22,15069218.27
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2008,13287245.77,11570298.38,15123884.79
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2009,13234025.04,11503698.64,15086473.03
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2010,13138005.88,11413973.23,15016095.92
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2011,13005554.44,11334186.88,14826576.98
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2012,12795430.81,11207599.84,14647074.27
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2013,12527806.52,10876424.96,14380526.98
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2014,12159222.06,10489503.24,14008469.25
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2015,11690648.56,9875353.907,13794954.63
Snow Goose,Oie des neiges,12,Anser caerulescens,Lincoln Estimate,2016,11198035.98,9039223.996,13855873.41
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,1989,88819.4139,30544.55207,236010.7285
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,1990,103879.1783,40610.86687,251287.7444
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,1991,124376.1854,54292.74582,273901.4686
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,1992,149200.9601,70691.30435,306954.4868
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,1993,185078.0928,91716.50944,353593.4867
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,1994,235550.8639,123967.0399,414816.5807
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,1995,307216.7146,172554.572,500265.5292
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,1996,407448.5659,255505.465,610363.2157
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,1997,539064.5344,370544.7192,748091.5144
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,1998,703533.748,526118.9871,930090.245
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,1999,890062.8391,678492.04,1162175.678
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2000,1074327.842,828321.5633,1405384.72
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2001,1235700.043,961883.6003,1621384.321
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2002,1363040.978,1070940.799,1771313.478
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2003,1440813.027,1159495.512,1830136.478
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2004,1485827.967,1208012.739,1861409.791
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2005,1502036.975,1216171.216,1880525.094
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2006,1518825.862,1221045.473,1893133.546
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2007,1544286.245,1234131.189,1910873.932
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2008,1588649.861,1277880.873,1964346.351
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2009,1650685.416,1333833.09,2036991.677
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2010,1726369.31,1388232.163,2121448.498
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2011,1792300.058,1456157.481,2186108.444
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2012,1821776.274,1491646.436,2229625.617
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2013,1806629.817,1455223.002,2230780.506
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2014,1725950.918,1386299.941,2132831.497
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2015,1606304.763,1258011.555,2056545.536
Ross's Goose,Oie de Ross,13,Anser rossii,Lincoln Estimate,2016,1475452.263,1045805.371,2091151.933
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1975,383254.1277,286576.3185,513775.603
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1976,400056.9957,308649.5646,515204.6688
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1977,416558.9416,325574.3333,527172.7786
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1978,435518.0338,341545.4231,551843.9885
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1979,459492.0479,350991.6301,583111.9651
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1980,485651.008,362922.3036,620877.2299
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1981,513892.0137,377737.6855,664194.9433
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1982,546510.2926,395071.9061,712294.029
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1983,583584.2983,411396.635,766867.5175
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1984,624546.3222,435782.5429,819551.5307
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1985,669327.4949,471623.1108,877762.2703
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1986,717876.0072,511159.1324,931784.5032
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1987,770436.4558,557003.8035,991574.4339
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1988,827812.3896,612459.674,1056008.513
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1989,891521.5007,677112.2275,1127577.013
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1990,960192.5887,740739.1527,1198518.987
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1991,1032862.625,810947.5769,1273954.419
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1992,1109134.499,887368.3929,1353896.157
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1993,1194107.411,969326.8725,1444204.584
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1994,1283556.125,1059400.179,1547327.399
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1995,1379764.551,1151594.363,1649938.966
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1996,1485554.178,1245181.76,1763659.07
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1997,1589341.912,1338661.952,1893272.062
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1998,1691375.127,1423369.178,2016781.413
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,1999,1788583.828,1514522.414,2117629.667
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2000,1876887.979,1591898.933,2203781.657
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2001,1958259.511,1672058.979,2292412.922
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2002,2030949.868,1733423.323,2363154.864
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2003,2102945.887,1788729.387,2438347.728
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2004,2176260.309,1853596.8,2518199.625
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2005,2242210.683,1915291.697,2591274.527
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2006,2307851.422,1980309.139,2672847.533
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2007,2367295.275,2034388.342,2743619.096
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2008,2410417.416,2076686.84,2813657.33
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2009,2437813.729,2113549.684,2832338.305
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2010,2454826.628,2121829.887,2833429.061
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2011,2451994.885,2112588.71,2832689.367
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2012,2432878.002,2078879.11,2836465.307
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2013,2410662.144,2027839.905,2873431.458
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2014,2395354.875,1966510.116,2936135.381
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2015,2369146.975,1894837.384,3020215.729
Greater White-fronted Goose,Oie rieuse,15,Anser albifrons,Lincoln Estimate,2016,2353634.596,1790269.252,3129495.965
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2000,247764.353,179882.4244,336237.7063
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2001,239244.1368,181976.692,308072.8125
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2002,230327.3283,181827.6015,284463.6097
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2003,220357.5169,180573.8353,267246.1672
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2004,210675.4999,176199.9303,252839.3728
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2005,201783.9583,168268.4721,239326.0863
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2006,193510.0715,162241.3346,229218.7964
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2007,186797.1018,156388.0304,221630.5534
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2008,180232.2884,151520.1599,213969.3766
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2009,174105.6171,146219.3164,207413.6608
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2010,167973.7627,141188.7034,201599.3367
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2011,162359.7466,135920.4645,197991.0628
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2012,157530.3948,130049.8271,195961.4323
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2013,152829.9449,124190.3239,197383.5056
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2014,147738.5179,117165.3859,196000.9397
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2015,143142.6125,109151.5575,195739.7309
Brant,Bernache cravant,20,Branta bernicla,Lincoln Estimate,2016,138362.6153,100404.5049,199405.0785
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1975,262311.5427,177842.2752,384234.4781
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1976,292786.537,207301.2798,412380.8539
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1977,326234.0258,236051.4732,444685.8187
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1978,362062.6383,263522.9067,496599.935
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1979,404166.9244,291044.4158,559586.2274
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1980,450482.2639,321465.041,631036.5437
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1981,502770.3988,354516.4852,719071.2786
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1982,562598.3701,390335.2076,814458.014
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1983,628613.9301,427116.4693,913086.1473
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1984,701676.0547,477919.2884,1020375.978
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1985,783932.5148,539954.0809,1144271.173
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1986,874629.6674,618856.8425,1247502.934
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1987,975522.2665,705101.7668,1361691.641
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1988,1088208.891,801502.187,1473132.001
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1989,1211275.509,913376.1182,1594026.924
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1990,1348708.661,1047251.131,1745561.988
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1991,1498528.465,1182659.717,1894997.178
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1992,1660831.814,1313052.005,2087162.994
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1993,1832665.408,1451992.343,2304237.062
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1994,2012508.132,1600888.16,2564294.125
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1995,2202374.853,1747187.847,2812779.404
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1996,2393732.193,1905635.105,3062709.985
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1997,2583416.818,2057679.102,3313173.212
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1998,2769465.02,2223210.994,3548061.72
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,1999,2941968.263,2381173.712,3709586.871
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2000,3091154.548,2528950.691,3838449.616
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2001,3206073.191,2664802.362,3916440.777
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2002,3294544.651,2760443.621,3957688.156
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2003,3354810.794,2833702.899,4001858.347
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2004,3396911.014,2879556.598,4042143.188
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2005,3422084.63,2908890.673,4053195.651
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2006,3451909.748,2924745.326,4075008.242
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2007,3482113.661,2943102.695,4110680.596
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2008,3503359.291,2996472.388,4131859.371
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2009,3507855.909,3000802.874,4139545.56
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2010,3495962.687,2985011.716,4131651.757
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2011,3446435.595,2931668.45,4108583.353
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2012,3355864.654,2836364.329,4012414.261
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2013,3213737.783,2690811.08,3834875.31
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2014,3029083.569,2513581.256,3659242.79
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2015,2828084.463,2275014.668,3574450.086
Cackling Goose,Bernache de Hutchins,22,Branta hutchinsii,Lincoln Estimate,2016,2634975.641,2000170.327,3534142.158
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1970,1490032.504,610138.8217,3230575.616
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1971,1500327.459,630895.1289,3174543.04
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1972,1505569.264,659820.1967,3064617.913
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1973,1509974.375,683439.104,3004348.122
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1974,1513264.385,704597.8775,2951122.153
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1975,1523848.369,737049.1733,2894070.454
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1976,1532085.232,760118.742,2842467.633
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1977,1541955.444,778946.5287,2798819.65
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1978,1550873.054,803967.3957,2770344.795
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1979,1568439.025,827885.5552,2742114.576
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1980,1581015.914,857914.0465,2729711.694
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1981,1596909.973,878766.5638,2702738.871
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1982,1611623.802,902718.3297,2689992.323
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1983,1629863.53,935580.0291,2687558.793
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1984,1644085.168,957434.8717,2684093.306
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1985,1659537.829,979300.0586,2679050.556
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1986,1676503.74,998670.3688,2673891.914
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1987,1699554.114,1019444.106,2660842.87
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1988,1719795.302,1039836.98,2670639.416
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1989,1749300.948,1073543.886,2677750.082
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1990,1776350.255,1100431.534,2684008.081
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1991,1805644.414,1136783.405,2689873.221
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1992,1834707.395,1160532.418,2690525.257
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1993,1867932.619,1187309.515,2714061.028
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1994,1897349.546,1214290.638,2730434.957
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1995,1928501.554,1259921.624,2750443.294
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1996,1963684.304,1296433.879,2757312.361
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1997,1999666.287,1350299.213,2773387.223
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1998,2034378.336,1380737.561,2795059.554
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,1999,2070110.946,1418064.56,2812553.606
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2000,2104725.824,1467661.698,2846219.265
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2001,2144255.688,1518831.655,2894641.835
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2002,2182828.335,1552416.214,2953680.679
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2003,2218783.75,1602440.484,3026284.531
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2004,2259202.695,1637185.476,3102808.379
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2005,2299690.371,1670006.768,3168898.471
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2006,2340148.929,1709306.442,3248097.395
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2007,2383746.167,1724446.685,3348027.168
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2008,2423257.652,1737639.519,3449676.086
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2009,2463396.297,1743772.28,3576895.807
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2010,2505681.261,1744228.453,3729563.554
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2011,2543418.793,1746642.689,3866856.828
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2012,2581970.058,1748921.23,4046861.343
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2013,2619012.873,1748755.767,4245633.402
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2014,2659357.35,1721448.076,4452019.37
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2015,2687858.278,1703978.285,4656880.181
Canada Goose,Bernache du Canada,23,Branta canadensis,Western Waterfowl,2016,2720482.454,1678613.071,4898624.642
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1970,80.8069168,63.91061337,102.1701633
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1971,90.46608002,72.06903317,113.5593371
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1972,101.2798404,81.26005024,126.231845
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1973,113.3862113,91.61222243,140.3353459
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1974,126.9397036,103.2695768,156.0351931
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1975,142.1132972,116.3933328,173.5167192
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1976,159.1006492,131.1637828,192.987851
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1977,178.118565,147.7823336,214.6821099
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1978,199.4097658,166.4737157,238.8620602
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1979,223.2459862,187.4883601,265.8232773
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1980,249.9314421,211.104947,295.8989197
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1981,279.8067139,237.6331257,329.4649973
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1982,313.2530923,267.4164116,366.9464385
Trumpeter Swan,Cygne trompette,26,Cygnus buccinator,Trumpeter Swan surveys,1983,350.6974457,300.8352709,408.8240653
