date,value,market
2011-01-04,11691.18,Dow Jones
2011-01-05,11722.89,Dow Jones
2011-01-06,11697.31,Dow Jones
2011-01-07,11674.76,Dow Jones
2011-01-10,11637.45,Dow Jones
2011-01-11,11671.88,Dow Jones
2011-01-12,11755.44,Dow Jones
2011-01-13,11731.9,Dow Jones
2011-01-14,11787.38,Dow Jones
2011-01-18,11837.93,Dow Jones
2011-01-19,11825.29,Dow Jones
2011-01-20,11822.8,Dow Jones
2011-01-21,11871.84,Dow Jones
2011-01-24,11980.52,Dow Jones
2011-01-25,11977.19,Dow Jones
2011-01-26,11985.44,Dow Jones
2011-01-27,11989.83,Dow Jones
2011-01-28,11823.7,Dow Jones
2011-01-31,11891.93,Dow Jones
2011-02-01,12040.16,Dow Jones
2011-02-02,12041.97,Dow Jones
2011-02-03,12062.26,Dow Jones
2011-02-04,12092.15,Dow Jones
2011-02-07,12161.63,Dow Jones
2011-02-08,12233.15,Dow Jones
2011-02-09,12239.89,Dow Jones
2011-02-10,12229.29,Dow Jones
2011-02-11,12273.26,Dow Jones
2011-02-14,12268.19,Dow Jones
2011-02-15,12226.64,Dow Jones
2011-02-16,12288.17,Dow Jones
2011-02-17,12318.14,Dow Jones
2011-02-18,12391.25,Dow Jones
2011-02-22,12212.79,Dow Jones
2011-02-23,12105.78,Dow Jones
2011-02-24,12068.5,Dow Jones
2011-02-25,12130.45,Dow Jones
2011-02-28,12226.34,Dow Jones
2011-03-01,12058.02,Dow Jones
2011-03-02,12066.8,Dow Jones
2011-03-03,12258.2,Dow Jones
2011-03-04,12169.88,Dow Jones
2011-03-07,12090.03,Dow Jones
2011-03-08,12214.38,Dow Jones
2011-03-09,12213.09,Dow Jones
2011-03-10,11984.61,Dow Jones
2011-03-11,12044.4,Dow Jones
2011-03-14,11993.16,Dow Jones
2011-03-15,11855.42,Dow Jones
2011-03-16,11613.3,Dow Jones
2011-03-17,11774.59,Dow Jones
2011-03-18,11858.52,Dow Jones
2011-03-21,12036.53,Dow Jones
2011-03-22,12018.63,Dow Jones
2011-03-23,12086.02,Dow Jones
2011-03-24,12170.56,Dow Jones
2011-03-25,12220.59,Dow Jones
2011-03-28,12197.88,Dow Jones
2011-03-29,12279.01,Dow Jones
2011-03-30,12350.61,Dow Jones
2011-03-31,12319.73,Dow Jones
2011-04-01,12376.72,Dow Jones
2011-04-04,12400.03,Dow Jones
2011-04-05,12393.9,Dow Jones
2011-04-06,12426.75,Dow Jones
2011-04-07,12409.49,Dow Jones
2011-04-08,12380.05,Dow Jones
2011-04-11,12381.11,Dow Jones
2011-04-12,12263.58,Dow Jones
2011-04-13,12270.99,Dow Jones
2011-04-14,12285.15,Dow Jones
2011-04-15,12341.83,Dow Jones
2011-04-18,12201.59,Dow Jones
2011-04-19,12266.75,Dow Jones
2011-04-20,12453.54,Dow Jones
2011-04-21,12505.99,Dow Jones
2011-04-25,12479.88,Dow Jones
2011-04-26,12595.37,Dow Jones
2011-04-27,12690.96,Dow Jones
2011-04-28,12763.31,Dow Jones
2011-04-29,12810.54,Dow Jones
2011-05-02,12807.36,Dow Jones
2011-05-03,12807.51,Dow Jones
2011-05-04,12723.58,Dow Jones
2011-05-05,12584.17,Dow Jones
2011-05-06,12638.74,Dow Jones
2011-05-09,12684.68,Dow Jones
2011-05-10,12760.36,Dow Jones
2011-05-11,12630.03,Dow Jones
2011-05-12,12695.92,Dow Jones
2011-05-13,12595.75,Dow Jones
2011-05-16,12548.37,Dow Jones
2011-05-17,12479.58,Dow Jones
2011-05-18,12560.18,Dow Jones
2011-05-19,12605.32,Dow Jones
2011-05-20,12512.04,Dow Jones
2011-05-23,12381.26,Dow Jones
2011-05-24,12356.21,Dow Jones
2011-05-25,12394.66,Dow Jones
2011-05-26,12402.76,Dow Jones
2011-05-27,12441.58,Dow Jones
2011-05-31,12569.79,Dow Jones
2011-06-01,12290.14,Dow Jones
2011-06-02,12248.55,Dow Jones
2011-06-03,12151.26,Dow Jones
2011-06-06,12089.96,Dow Jones
2011-06-07,12070.81,Dow Jones
2011-06-08,12048.94,Dow Jones
2011-06-09,12124.36,Dow Jones
2011-06-10,11951.91,Dow Jones
2011-06-13,11952.97,Dow Jones
2011-06-14,12076.11,Dow Jones
2011-06-15,11897.27,Dow Jones
2011-06-16,11961.52,Dow Jones
2011-06-17,12004.36,Dow Jones
2011-06-20,12080.38,Dow Jones
2011-06-21,12190.01,Dow Jones
2011-06-22,12109.67,Dow Jones
2011-06-23,12050,Dow Jones
2011-06-24,11934.58,Dow Jones
2011-06-27,12043.56,Dow Jones
2011-06-28,12188.69,Dow Jones
2011-06-29,12261.42,Dow Jones
2011-06-30,12414.34,Dow Jones
2011-07-01,12582.77,Dow Jones
2011-07-05,12569.87,Dow Jones
2011-07-06,12626.02,Dow Jones
2011-07-07,12719.49,Dow Jones
2011-07-08,12657.2,Dow Jones
2011-07-11,12505.76,Dow Jones
2011-07-12,12446.88,Dow Jones
2011-07-13,12491.61,Dow Jones
2011-07-14,12437.12,Dow Jones
2011-07-15,12479.73,Dow Jones
2011-07-18,12385.16,Dow Jones
2011-07-19,12587.42,Dow Jones
2011-07-20,12571.91,Dow Jones
2011-07-21,12724.41,Dow Jones
2011-07-22,12681.16,Dow Jones
2011-07-25,12592.8,Dow Jones
2011-07-26,12501.3,Dow Jones
2011-07-27,12302.55,Dow Jones
2011-07-28,12240.11,Dow Jones
2011-07-29,12143.24,Dow Jones
2011-08-01,12132.49,Dow Jones
2011-08-02,11866.62,Dow Jones
2011-08-03,11896.44,Dow Jones
2011-08-04,11383.68,Dow Jones
2011-08-05,11444.61,Dow Jones
2011-08-08,10809.85,Dow Jones
2011-08-09,11239.77,Dow Jones
2011-08-10,10719.94,Dow Jones
2011-08-11,11143.31,Dow Jones
2011-08-12,11269.02,Dow Jones
2011-08-15,11482.9,Dow Jones
2011-08-16,11405.93,Dow Jones
2011-08-17,11410.21,Dow Jones
2011-08-18,10990.58,Dow Jones
2011-08-19,10817.65,Dow Jones
2011-08-22,10854.65,Dow Jones
2011-08-23,11176.76,Dow Jones
2011-08-24,11320.71,Dow Jones
2011-08-25,11149.82,Dow Jones
2011-08-26,11284.54,Dow Jones
2011-08-29,11539.25,Dow Jones
2011-08-30,11559.95,Dow Jones
2011-08-31,11613.53,Dow Jones
2011-09-01,11493.57,Dow Jones
2011-09-02,11240.26,Dow Jones
2011-09-06,11139.3,Dow Jones
2011-09-07,11414.86,Dow Jones
2011-09-08,11295.81,Dow Jones
2011-09-09,10992.13,Dow Jones
2011-09-12,11061.12,Dow Jones
2011-09-13,11105.85,Dow Jones
2011-09-14,11246.73,Dow Jones
2011-09-15,11433.18,Dow Jones
2011-09-16,11509.09,Dow Jones
2011-09-19,11401.01,Dow Jones
2011-09-20,11408.66,Dow Jones
2011-09-21,11124.84,Dow Jones
2011-09-22,10733.83,Dow Jones
2011-09-23,10771.48,Dow Jones
2011-09-26,11043.86,Dow Jones
2011-09-27,11190.69,Dow Jones
2011-09-28,11010.9,Dow Jones
2011-09-29,11153.98,Dow Jones
2011-09-30,10913.38,Dow Jones
2011-10-03,10655.3,Dow Jones
2011-10-04,10808.71,Dow Jones
2011-10-05,10939.95,Dow Jones
2011-10-06,11123.33,Dow Jones
2011-10-07,11103.12,Dow Jones
2011-10-10,11433.18,Dow Jones
2011-10-11,11416.3,Dow Jones
2011-10-12,11518.85,Dow Jones
2011-10-13,11478.13,Dow Jones
2011-10-14,11644.49,Dow Jones
2011-10-17,11397,Dow Jones
2011-10-18,11577.05,Dow Jones
2011-10-19,11504.62,Dow Jones
2011-10-20,11541.78,Dow Jones
2011-10-21,11808.79,Dow Jones
2011-10-24,11913.62,Dow Jones
2011-10-25,11706.62,Dow Jones
2011-10-26,11869.04,Dow Jones
2011-10-27,12208.55,Dow Jones
2011-10-28,12231.11,Dow Jones
2011-10-31,11955.01,Dow Jones
2011-11-01,11657.96,Dow Jones
2011-11-02,11836.04,Dow Jones
2011-11-03,12044.47,Dow Jones
2011-11-04,11983.24,Dow Jones
2011-11-07,12068.39,Dow Jones
2011-11-08,12170.18,Dow Jones
2011-11-09,11780.94,Dow Jones
2011-11-10,11893.86,Dow Jones
2011-11-11,12153.68,Dow Jones
2011-11-14,12078.98,Dow Jones
2011-11-15,12096.16,Dow Jones
2011-11-16,11905.59,Dow Jones
2011-11-17,11770.73,Dow Jones
2011-11-18,11796.16,Dow Jones
2011-11-21,11547.31,Dow Jones
2011-11-22,11493.72,Dow Jones
2011-11-23,11257.55,Dow Jones
2011-11-25,11231.65,Dow Jones
2011-11-28,11523.01,Dow Jones
2011-11-29,11555.63,Dow Jones
2011-11-30,12045.68,Dow Jones
2011-12-01,12020.03,Dow Jones
2011-12-02,12019.42,Dow Jones
2011-12-05,12097.83,Dow Jones
2011-12-06,12150.13,Dow Jones
2011-12-07,12196.37,Dow Jones
2011-12-08,11997.7,Dow Jones
2011-12-09,12184.26,Dow Jones
2011-12-12,12021.39,Dow Jones
2011-12-13,11954.94,Dow Jones
2011-12-14,11823.48,Dow Jones
2011-12-15,11868.81,Dow Jones
2011-12-16,11866.39,Dow Jones
2011-12-19,11766.26,Dow Jones
2011-12-20,12103.58,Dow Jones
2011-12-21,12107.74,Dow Jones
2011-12-22,12169.65,Dow Jones
2011-12-23,12294,Dow Jones
2011-12-27,12291.35,Dow Jones
2011-12-28,12151.41,Dow Jones
2011-12-29,12287.04,Dow Jones
2011-12-30,12217.56,Dow Jones
2012-01-03,12397.38,Dow Jones
2012-01-04,12418.42,Dow Jones
2012-01-05,12415.7,Dow Jones
2012-01-06,12359.92,Dow Jones
2012-01-09,12392.69,Dow Jones
2012-01-10,12462.47,Dow Jones
2012-01-11,12449.45,Dow Jones
2012-01-12,12471.02,Dow Jones
2012-01-13,12422.06,Dow Jones
2012-01-17,12482.07,Dow Jones
2012-01-18,12578.95,Dow Jones
2012-01-19,12623.98,Dow Jones
2012-01-20,12720.48,Dow Jones
2012-01-23,12708.82,Dow Jones
2012-01-24,12675.75,Dow Jones
2012-01-25,12758.85,Dow Jones
2012-01-26,12734.63,Dow Jones
2012-01-27,12660.46,Dow Jones
2012-01-30,12653.72,Dow Jones
2012-01-31,12632.91,Dow Jones
2012-02-01,12716.46,Dow Jones
2012-02-02,12705.41,Dow Jones
2012-02-03,12862.23,Dow Jones
2012-02-06,12845.13,Dow Jones
2012-02-07,12878.2,Dow Jones
2012-02-08,12883.95,Dow Jones
2012-02-09,12890.46,Dow Jones
2012-02-10,12801.23,Dow Jones
2012-02-13,12874.04,Dow Jones
2012-02-14,12878.28,Dow Jones
2012-02-15,12780.95,Dow Jones
2012-02-16,12904.08,Dow Jones
2012-02-17,12949.87,Dow Jones
2012-02-21,12965.69,Dow Jones
2012-02-22,12938.67,Dow Jones
2012-02-23,12984.69,Dow Jones
2012-02-24,12982.95,Dow Jones
2012-02-27,12981.51,Dow Jones
2012-02-28,13005.12,Dow Jones
2012-02-29,12952.07,Dow Jones
2012-03-01,12980.3,Dow Jones
2012-03-02,12977.57,Dow Jones
2012-03-05,12962.81,Dow Jones
2012-03-06,12759.15,Dow Jones
2012-03-07,12837.33,Dow Jones
2012-03-08,12907.94,Dow Jones
2012-03-09,12922.02,Dow Jones
2012-03-12,12959.71,Dow Jones
2012-03-13,13177.68,Dow Jones
2012-03-14,13194.1,Dow Jones
2012-03-15,13252.76,Dow Jones
2012-03-16,13232.62,Dow Jones
2012-03-19,13239.13,Dow Jones
2012-03-20,13170.19,Dow Jones
2012-03-21,13124.62,Dow Jones
2012-03-22,13046.14,Dow Jones
2012-03-23,13080.73,Dow Jones
2012-03-26,13241.63,Dow Jones
2012-03-27,13197.73,Dow Jones
2012-03-28,13126.21,Dow Jones
2012-03-29,13145.82,Dow Jones
2012-03-30,13212.04,Dow Jones
2012-04-02,13264.49,Dow Jones
2012-04-03,13199.55,Dow Jones
2012-04-04,13074.75,Dow Jones
2012-04-05,13060.14,Dow Jones
2012-04-09,12929.59,Dow Jones
2012-04-10,12715.93,Dow Jones
2012-04-11,12805.39,Dow Jones
2012-04-12,12986.58,Dow Jones
2012-04-13,12849.59,Dow Jones
2012-04-16,12921.41,Dow Jones
2012-04-17,13115.54,Dow Jones
2012-04-18,13032.75,Dow Jones
2012-04-19,12964.1,Dow Jones
2012-04-20,13029.26,Dow Jones
2012-04-23,12927.17,Dow Jones
2012-04-24,13001.56,Dow Jones
2012-04-25,13090.72,Dow Jones
2012-04-26,13204.62,Dow Jones
2012-04-27,13228.31,Dow Jones
2012-04-30,13213.63,Dow Jones
2012-05-01,13279.32,Dow Jones
2012-05-02,13268.57,Dow Jones
2012-05-03,13206.59,Dow Jones
2012-05-04,13038.27,Dow Jones
2012-05-07,13008.53,Dow Jones
2012-05-08,12932.09,Dow Jones
2012-05-09,12835.06,Dow Jones
2012-05-10,12855.04,Dow Jones
2012-05-11,12820.6,Dow Jones
2012-05-14,12695.35,Dow Jones
2012-05-15,12632,Dow Jones
2012-05-16,12598.55,Dow Jones
2012-05-17,12442.49,Dow Jones
2012-05-18,12369.38,Dow Jones
2012-05-21,12504.48,Dow Jones
2012-05-22,12502.81,Dow Jones
2012-05-23,12496.15,Dow Jones
2012-05-24,12529.75,Dow Jones
2012-05-25,12454.83,Dow Jones
2012-05-29,12580.69,Dow Jones
2012-05-30,12419.86,Dow Jones
2012-05-31,12393.45,Dow Jones
2012-06-01,12118.57,Dow Jones
2012-06-04,12101.46,Dow Jones
2012-06-05,12127.95,Dow Jones
2012-06-06,12414.79,Dow Jones
2012-06-07,12460.96,Dow Jones
2012-06-08,12554.2,Dow Jones
2012-06-11,12411.23,Dow Jones
2012-06-12,12573.8,Dow Jones
2012-06-13,12496.38,Dow Jones
2012-06-14,12651.91,Dow Jones
2012-06-15,12767.17,Dow Jones
2012-06-18,12741.82,Dow Jones
2012-06-19,12837.33,Dow Jones
2012-06-20,12824.39,Dow Jones
2012-06-21,12573.57,Dow Jones
2012-06-22,12640.78,Dow Jones
2012-06-25,12502.66,Dow Jones
2012-06-26,12534.67,Dow Jones
2012-06-27,12627.01,Dow Jones
2012-06-28,12602.26,Dow Jones
2012-06-29,12880.09,Dow Jones
2012-07-02,12871.39,Dow Jones
2012-07-03,12943.66,Dow Jones
2012-07-05,12896.67,Dow Jones
2012-07-06,12772.47,Dow Jones
2012-07-09,12736.29,Dow Jones
2012-07-10,12653.12,Dow Jones
2012-07-11,12604.53,Dow Jones
2012-07-12,12573.27,Dow Jones
2012-07-13,12777.09,Dow Jones
2012-07-16,12727.21,Dow Jones
2012-07-17,12805.54,Dow Jones
2012-07-18,12908.7,Dow Jones
2012-07-19,12943.36,Dow Jones
2012-07-20,12822.57,Dow Jones
2012-07-23,12721.46,Dow Jones
2012-07-24,12617.32,Dow Jones
2012-07-25,12676.05,Dow Jones
2012-07-26,12887.93,Dow Jones
2012-07-27,13075.66,Dow Jones
2012-07-30,13073.01,Dow Jones
2012-07-31,13008.68,Dow Jones
2012-08-01,12976.13,Dow Jones
2012-08-02,12878.88,Dow Jones
2012-08-03,13096.17,Dow Jones
2012-08-06,13117.51,Dow Jones
2012-08-07,13168.6,Dow Jones
2012-08-08,13175.64,Dow Jones
2012-08-09,13165.19,Dow Jones
2012-08-10,13207.95,Dow Jones
2012-08-13,13169.43,Dow Jones
2012-08-14,13172.14,Dow Jones
2012-08-15,13164.78,Dow Jones
2012-08-16,13250.11,Dow Jones
2012-08-17,13275.2,Dow Jones
2012-08-20,13271.64,Dow Jones
2012-08-21,13203.58,Dow Jones
2012-08-22,13172.76,Dow Jones
2012-08-23,13057.46,Dow Jones
2012-08-24,13157.97,Dow Jones
2012-08-27,13124.67,Dow Jones
2012-08-28,13102.99,Dow Jones
2012-08-29,13107.48,Dow Jones
2012-08-30,13000.71,Dow Jones
2012-08-31,13090.84,Dow Jones
2012-09-04,13035.94,Dow Jones
2012-09-05,13047.48,Dow Jones
2012-09-06,13292,Dow Jones
2012-09-07,13306.64,Dow Jones
2012-09-10,13254.29,Dow Jones
2012-09-11,13323.36,Dow Jones
2012-09-12,13333.35,Dow Jones
2012-09-13,13539.86,Dow Jones
2012-09-14,13593.37,Dow Jones
2012-09-17,13553.1,Dow Jones
2012-09-18,13564.64,Dow Jones
2012-09-19,13577.96,Dow Jones
2012-09-20,13596.93,Dow Jones
2012-09-21,13579.47,Dow Jones
2012-09-24,13558.92,Dow Jones
2012-09-25,13457.55,Dow Jones
2012-09-26,13413.51,Dow Jones
2012-09-27,13485.97,Dow Jones
2012-09-28,13437.13,Dow Jones
2012-10-01,13515.11,Dow Jones
2012-10-02,13482.36,Dow Jones
2012-10-03,13494.61,Dow Jones
2012-10-04,13575.36,Dow Jones
2012-10-05,13610.15,Dow Jones
2012-10-08,13583.65,Dow Jones
2012-10-09,13473.53,Dow Jones
2012-10-10,13344.97,Dow Jones
2012-10-11,13326.39,Dow Jones
2012-10-12,13328.85,Dow Jones
2012-10-15,13424.23,Dow Jones
2012-10-16,13551.78,Dow Jones
2012-10-17,13557,Dow Jones
2012-10-18,13548.94,Dow Jones
2012-10-19,13343.51,Dow Jones
2012-10-22,13345.89,Dow Jones
2012-10-23,13102.53,Dow Jones
2012-10-24,13077.34,Dow Jones
2012-10-25,13103.68,Dow Jones
2012-10-26,13107.21,Dow Jones
2012-10-29,13107.21,Dow Jones
2012-10-30,13107.21,Dow Jones
2012-10-31,13096.46,Dow Jones
2012-11-01,13232.62,Dow Jones
2012-11-02,13093.16,Dow Jones
2012-11-05,13112.44,Dow Jones
2012-11-06,13245.68,Dow Jones
2012-11-07,12932.73,Dow Jones
2012-11-08,12811.32,Dow Jones
2012-11-09,12815.39,Dow Jones
2012-11-12,12815.08,Dow Jones
2012-11-13,12756.18,Dow Jones
2012-11-14,12570.95,Dow Jones
2012-11-15,12542.38,Dow Jones
2012-11-16,12588.31,Dow Jones
2012-11-19,12795.96,Dow Jones
2012-11-20,12788.51,Dow Jones
2012-11-21,12836.89,Dow Jones
2012-11-23,13009.53,Dow Jones
2012-11-26,12967.37,Dow Jones
2012-11-27,12878.13,Dow Jones
2012-11-28,12985.11,Dow Jones
2012-11-29,13021.82,Dow Jones
2012-11-30,13025.58,Dow Jones
2012-12-03,12965.6,Dow Jones
2012-12-04,12951.78,Dow Jones
2012-12-05,13034.49,Dow Jones
2012-12-06,13074.04,Dow Jones
2012-12-07,13155.13,Dow Jones
2012-12-10,13169.88,Dow Jones
2012-12-11,13248.44,Dow Jones
2012-12-12,13245.45,Dow Jones
2012-12-13,13170.72,Dow Jones
2012-12-14,13135.01,Dow Jones
2012-12-17,13235.39,Dow Jones
2012-12-18,13350.96,Dow Jones
2012-12-19,13251.97,Dow Jones
2012-12-20,13311.72,Dow Jones
2012-12-21,13190.84,Dow Jones
2012-12-24,13138.93,Dow Jones
2012-12-26,13114.59,Dow Jones
2012-12-27,13096.31,Dow Jones
2012-12-28,12938.11,Dow Jones
2012-12-31,13104.14,Dow Jones
2013-01-02,13412.55,Dow Jones
2013-01-03,13391.36,Dow Jones
2013-01-04,13435.21,Dow Jones
2013-01-07,13384.29,Dow Jones
2013-01-08,13328.85,Dow Jones
2013-01-09,13390.51,Dow Jones
2013-01-10,13471.22,Dow Jones
2013-01-11,13488.43,Dow Jones
2013-01-14,13507.32,Dow Jones
2013-01-15,13534.89,Dow Jones
2013-01-16,13511.23,Dow Jones
2013-01-17,13596.02,Dow Jones
2013-01-18,13649.7,Dow Jones
2013-01-22,13712.21,Dow Jones
2013-01-23,13779.33,Dow Jones
2013-01-24,13825.33,Dow Jones
2013-01-25,13895.98,Dow Jones
2013-01-28,13881.93,Dow Jones
2013-01-29,13954.42,Dow Jones
2013-01-30,13910.42,Dow Jones
2013-01-31,13860.58,Dow Jones
2013-02-01,14009.79,Dow Jones
2013-02-04,13880.08,Dow Jones
2013-02-05,13979.3,Dow Jones
2013-02-06,13986.52,Dow Jones
2013-02-07,13944.05,Dow Jones
2013-02-08,13992.97,Dow Jones
2013-02-11,13971.24,Dow Jones
2013-02-12,14018.7,Dow Jones
2013-02-13,13982.91,Dow Jones
2013-02-14,13973.39,Dow Jones
2013-02-15,13981.76,Dow Jones
2013-02-19,14035.67,Dow Jones
2013-02-20,13927.54,Dow Jones
2013-02-21,13880.62,Dow Jones
2013-02-22,14000.57,Dow Jones
2013-02-25,13784.17,Dow Jones
2013-02-26,13900.13,Dow Jones
2013-02-27,14075.37,Dow Jones
2013-02-28,14054.49,Dow Jones
2013-03-01,14089.66,Dow Jones
2013-03-04,14127.82,Dow Jones
2013-03-05,14253.77,Dow Jones
2013-03-06,14296.24,Dow Jones
2013-03-07,14329.49,Dow Jones
2013-03-08,14397.07,Dow Jones
2013-03-11,14447.29,Dow Jones
2013-03-12,14450.06,Dow Jones
2013-03-13,14455.28,Dow Jones
2013-03-14,14539.14,Dow Jones
2013-03-15,14514.11,Dow Jones
2013-03-18,14452.06,Dow Jones
2013-03-19,14455.82,Dow Jones
2013-03-20,14511.73,Dow Jones
2013-03-21,14421.49,Dow Jones
2013-03-22,14512.03,Dow Jones
2013-03-25,14447.75,Dow Jones
2013-03-26,14559.65,Dow Jones
2013-03-27,14526.16,Dow Jones
2013-03-28,14578.54,Dow Jones
2013-04-01,14572.85,Dow Jones
2013-04-02,14662.01,Dow Jones
2013-04-03,14550.35,Dow Jones
2013-04-04,14606.11,Dow Jones
2013-04-05,14565.25,Dow Jones
2013-04-08,14613.48,Dow Jones
2013-04-09,14673.46,Dow Jones
2013-04-10,14802.24,Dow Jones
2013-04-11,14865.14,Dow Jones
2013-04-12,14865.06,Dow Jones
2013-04-15,14599.2,Dow Jones
2013-04-16,14756.78,Dow Jones
2013-04-17,14618.59,Dow Jones
2013-04-18,14537.14,Dow Jones
2013-04-19,14547.51,Dow Jones
2013-04-22,14567.17,Dow Jones
2013-04-23,14719.46,Dow Jones
2013-04-24,14676.3,Dow Jones
2013-04-25,14700.8,Dow Jones
2013-04-26,14712.55,Dow Jones
2013-04-29,14818.75,Dow Jones
2013-04-30,14839.8,Dow Jones
2013-05-01,14700.95,Dow Jones
2013-05-02,14831.58,Dow Jones
2013-05-03,14973.96,Dow Jones
2013-05-06,14968.89,Dow Jones
2013-05-07,15056.2,Dow Jones
2013-05-08,15105.12,Dow Jones
2013-05-09,15082.62,Dow Jones
2013-05-10,15118.49,Dow Jones
2013-05-13,15091.68,Dow Jones
2013-05-14,15215.25,Dow Jones
2013-05-15,15275.69,Dow Jones
2013-05-16,15233.22,Dow Jones
2013-05-17,15354.4,Dow Jones
2013-05-20,15335.28,Dow Jones
2013-05-21,15387.58,Dow Jones
2013-05-22,15307.17,Dow Jones
2013-05-23,15294.5,Dow Jones
2013-05-24,15303.1,Dow Jones
2013-05-28,15409.39,Dow Jones
2013-05-29,15302.8,Dow Jones
2013-05-30,15324.53,Dow Jones
2013-05-31,15115.57,Dow Jones
2013-06-03,15254.03,Dow Jones
2013-06-04,15177.54,Dow Jones
2013-06-05,14960.59,Dow Jones
2013-06-06,15040.62,Dow Jones
2013-06-07,15248.12,Dow Jones
2013-06-10,15238.59,Dow Jones
2013-06-11,15122.02,Dow Jones
2013-06-12,14995.23,Dow Jones
2013-06-13,15176.08,Dow Jones
2013-06-14,15070.18,Dow Jones
2013-06-17,15179.85,Dow Jones
2013-06-18,15318.23,Dow Jones
2013-06-19,15112.19,Dow Jones
2013-06-20,14758.32,Dow Jones
2013-06-21,14799.4,Dow Jones
2013-06-24,14659.56,Dow Jones
2013-06-25,14760.31,Dow Jones
2013-06-26,14910.14,Dow Jones
2013-06-27,15024.49,Dow Jones
2013-06-28,14909.6,Dow Jones
2013-07-01,14974.96,Dow Jones
2013-07-02,14932.41,Dow Jones
2013-07-03,14988.37,Dow Jones
2013-07-05,15135.84,Dow Jones
2013-07-08,15224.69,Dow Jones
2013-07-09,15300.34,Dow Jones
2013-07-10,15291.66,Dow Jones
2013-07-11,15460.92,Dow Jones
2013-07-12,15464.3,Dow Jones
2013-07-15,15484.26,Dow Jones
2013-07-16,15451.85,Dow Jones
2013-07-17,15470.52,Dow Jones
2013-07-18,15548.54,Dow Jones
2013-07-19,15543.74,Dow Jones
2013-07-22,15545.55,Dow Jones
2013-07-23,15567.74,Dow Jones
2013-07-24,15542.24,Dow Jones
2013-07-25,15555.61,Dow Jones
2013-07-26,15558.83,Dow Jones
2013-07-29,15521.97,Dow Jones
2013-07-30,15520.59,Dow Jones
2013-07-31,15499.54,Dow Jones
2013-08-01,15628.02,Dow Jones
2013-08-02,15658.36,Dow Jones
2013-08-05,15612.13,Dow Jones
2013-08-06,15518.74,Dow Jones
2013-08-07,15470.67,Dow Jones
2013-08-08,15498.32,Dow Jones
2013-08-09,15425.51,Dow Jones
2013-08-12,15419.68,Dow Jones
2013-08-13,15451.01,Dow Jones
2013-08-14,15337.66,Dow Jones
2013-08-15,15112.19,Dow Jones
2013-08-16,15081.47,Dow Jones
2013-08-19,15010.74,Dow Jones
2013-08-20,15002.99,Dow Jones
2013-08-21,14897.55,Dow Jones
2013-08-22,14963.74,Dow Jones
2013-08-23,15010.51,Dow Jones
2013-08-26,14946.46,Dow Jones
2013-08-27,14776.13,Dow Jones
2013-08-28,14824.51,Dow Jones
2013-08-29,14840.95,Dow Jones
2013-08-30,14810.31,Dow Jones
2013-09-03,14833.96,Dow Jones
2013-09-04,14930.87,Dow Jones
2013-09-05,14937.48,Dow Jones
2013-09-06,14922.5,Dow Jones
2013-09-09,15063.12,Dow Jones
2013-09-10,15191.06,Dow Jones
2013-09-11,15326.6,Dow Jones
2013-09-12,15300.64,Dow Jones
2013-09-13,15376.06,Dow Jones
2013-09-16,15494.78,Dow Jones
2013-09-17,15529.73,Dow Jones
2013-09-18,15676.94,Dow Jones
2013-09-19,15636.55,Dow Jones
2013-09-20,15451.09,Dow Jones
2013-09-23,15401.38,Dow Jones
2013-09-24,15334.59,Dow Jones
2013-09-25,15273.26,Dow Jones
2013-09-26,15328.3,Dow Jones
2013-09-27,15258.24,Dow Jones
2013-09-30,15129.67,Dow Jones
2013-10-01,15191.7,Dow Jones
2013-10-02,15133.14,Dow Jones
2013-10-03,14996.48,Dow Jones
2013-10-04,15072.58,Dow Jones
2013-10-07,14936.24,Dow Jones
2013-10-08,14776.53,Dow Jones
2013-10-09,14802.98,Dow Jones
2013-10-10,15126.07,Dow Jones
2013-10-11,15237.11,Dow Jones
2013-10-14,15301.26,Dow Jones
2013-10-15,15168.01,Dow Jones
2013-10-16,15373.83,Dow Jones
2013-10-17,15371.65,Dow Jones
2013-10-18,15399.65,Dow Jones
2013-10-21,15392.2,Dow Jones
2013-10-22,15467.66,Dow Jones
2013-10-23,15413.33,Dow Jones
2013-10-24,15509.21,Dow Jones
2013-10-25,15570.28,Dow Jones
2013-10-28,15568.93,Dow Jones
2013-10-29,15680.35,Dow Jones
2013-10-30,15618.76,Dow Jones
2013-10-31,15545.75,Dow Jones
2013-11-01,15615.55,Dow Jones
2013-11-04,15639.12,Dow Jones
2013-11-05,15618.22,Dow Jones
2013-11-06,15746.88,Dow Jones
2013-11-07,15593.98,Dow Jones
2013-11-08,15761.78,Dow Jones
2013-11-11,15783.1,Dow Jones
2013-11-12,15750.67,Dow Jones
2013-11-13,15821.63,Dow Jones
2013-11-14,15876.22,Dow Jones
2013-11-15,15961.7,Dow Jones
2013-11-18,15976.02,Dow Jones
2013-11-19,15967.03,Dow Jones
2013-11-20,15900.82,Dow Jones
2013-11-21,16009.99,Dow Jones
2013-11-22,16064.77,Dow Jones
2013-11-25,16072.54,Dow Jones
2013-11-26,16072.8,Dow Jones
2013-11-27,16097.33,Dow Jones
2013-11-29,16086.41,Dow Jones
2013-12-02,16008.77,Dow Jones
2013-12-03,15914.62,Dow Jones
2013-12-04,15889.77,Dow Jones
