date,value,market
2020-12-31,3756.07,S&P
2021-01-04,3700.65,S&P
2021-01-05,3726.86,S&P
2021-01-06,3748.14,S&P
2021-01-07,3803.79,S&P
2021-01-08,3824.68,S&P
2021-01-11,3799.61,S&P
2021-01-12,3801.19,S&P
2021-01-13,3809.84,S&P
2021-01-14,3795.54,S&P
2021-01-15,3768.25,S&P
2021-01-19,3798.91,S&P
2021-01-20,3851.85,S&P
2021-01-21,3853.07,S&P
2021-01-22,3841.47,S&P
2021-01-25,3855.36,S&P
2021-01-26,3849.62,S&P
2021-01-27,3750.77,S&P
2021-01-28,3787.38,S&P
2021-01-29,3714.24,S&P
2021-02-01,3773.86,S&P
2021-02-02,3826.31,S&P
2021-02-03,3830.17,S&P
2021-02-04,3871.74,S&P
2021-02-05,3886.83,S&P
2021-02-08,3915.59,S&P
2021-02-09,3911.23,S&P
2021-02-10,3909.88,S&P
2021-02-11,3916.38,S&P
2021-02-12,3934.83,S&P
2021-02-16,3932.59,S&P
2021-02-17,3931.33,S&P
2021-02-18,3913.97,S&P
2021-02-19,3906.71,S&P
2021-02-22,3876.5,S&P
2021-02-23,3881.37,S&P
2021-02-24,3925.43,S&P
2021-02-25,3829.34,S&P
2021-02-26,3811.15,S&P
2021-03-01,3901.82,S&P
2021-03-02,3870.29,S&P
2021-03-03,3819.72,S&P
2021-03-04,3768.47,S&P
2021-03-05,3841.94,S&P
2021-03-08,3821.35,S&P
2021-03-09,3875.44,S&P
2021-03-10,3898.81,S&P
2021-03-11,3939.34,S&P
2021-03-12,3943.34,S&P
2021-03-15,3968.94,S&P
2021-03-16,3962.71,S&P
2021-03-17,3974.12,S&P
2021-03-18,3915.46,S&P
2021-03-19,3913.1,S&P
2021-03-22,3940.59,S&P
2021-03-23,3910.52,S&P
2021-03-24,3889.14,S&P
2021-03-25,3909.52,S&P
2021-03-26,3974.54,S&P
2021-03-29,3971.09,S&P
2021-03-30,3958.55,S&P
2021-03-31,3972.89,S&P
2021-04-01,4019.87,S&P
2021-04-05,4077.91,S&P
2021-04-06,4073.94,S&P
2021-04-07,4079.95,S&P
2021-04-08,4097.17,S&P
2021-04-09,4128.8,S&P
2021-04-12,4127.99,S&P
2021-04-13,4141.59,S&P
2021-04-14,4124.66,S&P
2021-04-15,4170.42,S&P
2021-04-16,4185.47,S&P
2021-04-19,4163.26,S&P
2021-04-20,4134.94,S&P
2021-04-21,4173.42,S&P
2021-04-22,4134.98,S&P
2021-04-23,4180.17,S&P
2021-04-26,4187.62,S&P
2021-04-27,4186.72,S&P
2021-04-28,4183.18,S&P
2021-04-29,4211.47,S&P
2021-04-30,4181.17,S&P
2021-05-03,4192.66,S&P
2021-05-04,4164.66,S&P
2021-05-05,4167.59,S&P
2021-05-06,4201.62,S&P
2021-05-07,4232.6,S&P
2021-05-10,4188.43,S&P
2021-05-11,4152.1,S&P
2021-05-12,4063.04,S&P
2021-05-13,4112.5,S&P
2021-05-14,4173.85,S&P
2021-05-17,4163.29,S&P
2021-05-18,4127.83,S&P
2021-05-19,4115.68,S&P
2021-05-20,4159.12,S&P
2021-05-21,4155.86,S&P
2021-05-24,4197.05,S&P
2021-05-25,4188.13,S&P
2021-05-26,4195.99,S&P
2021-05-27,4200.88,S&P
2021-05-28,4204.11,S&P
2021-06-01,4202.04,S&P
2021-06-02,4208.12,S&P
2021-06-03,4192.85,S&P
2021-06-04,4229.89,S&P
2021-06-07,4226.52,S&P
2021-06-08,4227.26,S&P
2021-06-09,4219.55,S&P
2021-06-10,4239.18,S&P
2021-06-11,4247.44,S&P
2021-06-14,4255.15,S&P
2021-06-15,4246.59,S&P
2021-06-16,4223.7,S&P
2021-06-17,4221.86,S&P
2021-06-18,4166.45,S&P
2021-06-21,4224.79,S&P
2021-06-22,4246.44,S&P
2021-06-23,4241.84,S&P
2021-06-24,4266.49,S&P
2021-06-25,4280.7,S&P
2021-06-28,4290.61,S&P
2021-06-29,4291.8,S&P
2021-06-30,4297.5,S&P
2021-07-01,4319.94,S&P
2021-07-02,4352.34,S&P
2021-07-06,4343.54,S&P
2021-07-07,4358.13,S&P
2021-07-08,4320.82,S&P
2021-07-09,4369.55,S&P
2021-07-12,4384.63,S&P
2021-07-13,4369.21,S&P
2021-07-14,4374.3,S&P
2021-07-15,4360.03,S&P
2021-07-16,4327.16,S&P
2021-07-19,4258.49,S&P
2021-07-20,4323.06,S&P
2021-07-21,4358.69,S&P
2021-07-22,4367.48,S&P
2021-07-23,4411.79,S&P
2021-07-26,4422.3,S&P
2021-07-27,4401.46,S&P
2021-07-28,4400.64,S&P
2021-07-29,4419.15,S&P
2021-07-30,4395.26,S&P
2021-08-02,4387.16,S&P
2021-08-03,4423.15,S&P
2021-08-04,4402.66,S&P
2021-08-05,4429.1,S&P
2021-08-06,4436.52,S&P
2021-08-09,4432.35,S&P
2021-08-10,4436.75,S&P
2021-08-11,4447.7,S&P
2021-08-12,4460.83,S&P
2021-08-13,4468,S&P
2021-08-16,4479.71,S&P
2021-08-17,4448.08,S&P
2021-08-18,4400.27,S&P
2021-08-19,4405.8,S&P
2021-08-20,4441.67,S&P
2021-08-23,4479.53,S&P
2021-08-24,4486.23,S&P
2021-08-25,4496.19,S&P
2021-08-26,4470,S&P
2021-08-27,4509.37,S&P
2021-08-30,4528.79,S&P
2021-08-31,4522.68,S&P
2021-09-01,4524.09,S&P
2021-09-02,4536.95,S&P
2021-09-03,4535.43,S&P
2021-09-07,4520.03,S&P
2021-09-08,4514.07,S&P
2021-09-09,4493.28,S&P
2021-09-10,4458.58,S&P
2021-09-13,4468.73,S&P
2021-09-14,4443.05,S&P
2021-09-15,4480.7,S&P
2021-09-16,4473.75,S&P
2021-09-17,4432.99,S&P
2021-09-20,4357.73,S&P
2021-09-21,4354.19,S&P
2021-09-22,4395.64,S&P
2021-09-23,4448.98,S&P
2021-09-24,4455.48,S&P
2021-09-27,4443.11,S&P
2021-09-28,4352.63,S&P
2021-09-29,4359.46,S&P
2021-09-30,4307.54,S&P
2021-10-01,4357.04,S&P
2021-10-04,4300.46,S&P
2021-10-05,4345.72,S&P
2021-10-06,4363.55,S&P
2021-10-07,4399.76,S&P
2021-10-08,4391.34,S&P
2021-10-11,4361.19,S&P
2021-10-12,4350.65,S&P
2021-10-13,4363.8,S&P
2021-10-14,4438.26,S&P
2021-10-15,4471.37,S&P
2021-10-18,4486.46,S&P
2021-10-19,4519.63,S&P
2021-10-20,4536.19,S&P
2021-10-21,4549.78,S&P
2021-10-22,4544.9,S&P
2021-10-25,4566.48,S&P
2021-10-26,4574.79,S&P
2021-10-27,4551.68,S&P
2021-10-28,4596.42,S&P
2021-10-29,4605.38,S&P
2021-11-01,4613.67,S&P
2021-11-02,4630.65,S&P
2021-11-03,4660.57,S&P
2021-11-04,4680.06,S&P
2021-11-05,,S&P
2021-11-06,,S&P
2021-11-07,,S&P
2021-11-08,,S&P
2021-11-09,,S&P
2021-11-10,,S&P
2021-11-11,,S&P
2021-11-12,,S&P
2021-11-13,,S&P
2021-11-14,,S&P
2021-11-15,,S&P
2021-11-16,,S&P
2021-11-17,,S&P
2021-11-18,,S&P
2021-11-19,,S&P
2021-11-20,,S&P
2021-11-21,,S&P
2021-11-22,,S&P
2021-11-23,,S&P
2021-11-24,,S&P
2021-11-25,,S&P
2008-11-06,8695.79,Dow Jones
2008-11-07,8943.81,Dow Jones
2008-11-10,8870.54,Dow Jones
2008-11-11,8693.96,Dow Jones
2008-11-12,8282.66,Dow Jones
2008-11-13,8835.25,Dow Jones
2008-11-14,8497.31,Dow Jones
2008-11-17,8273.58,Dow Jones
2008-11-18,8424.75,Dow Jones
2008-11-19,7997.28,Dow Jones
2008-11-20,7552.29,Dow Jones
2008-11-21,8046.42,Dow Jones
2008-11-24,8443.39,Dow Jones
2008-11-25,8479.47,Dow Jones
2008-11-26,8726.61,Dow Jones
2008-11-28,8829.04,Dow Jones
2008-12-01,8149.09,Dow Jones
2008-12-02,8419.09,Dow Jones
2008-12-03,8591.69,Dow Jones
2008-12-04,8376.24,Dow Jones
2008-12-05,8635.42,Dow Jones
2008-12-08,8934.18,Dow Jones
2008-12-09,8691.33,Dow Jones
2008-12-10,8761.42,Dow Jones
2008-12-11,8565.09,Dow Jones
2008-12-12,8629.68,Dow Jones
2008-12-15,8564.53,Dow Jones
2008-12-16,8924.14,Dow Jones
2008-12-17,8824.34,Dow Jones
2008-12-18,8604.99,Dow Jones
2008-12-19,8579.11,Dow Jones
2008-12-22,8519.69,Dow Jones
2008-12-23,8419.49,Dow Jones
2008-12-24,8468.48,Dow Jones
2008-12-26,8515.55,Dow Jones
2008-12-29,8483.93,Dow Jones
2008-12-30,8668.39,Dow Jones
2008-12-31,8776.39,Dow Jones
2009-01-02,9034.69,Dow Jones
2009-01-05,8952.89,Dow Jones
2009-01-06,9015.1,Dow Jones
2009-01-07,8769.7,Dow Jones
2009-01-08,8742.46,Dow Jones
2009-01-09,8599.18,Dow Jones
2009-01-12,8473.97,Dow Jones
2009-01-13,8448.56,Dow Jones
2009-01-14,8200.14,Dow Jones
2009-01-15,8212.49,Dow Jones
2009-01-16,8281.22,Dow Jones
2009-01-20,7949.09,Dow Jones
2009-01-21,8228.1,Dow Jones
2009-01-22,8122.8,Dow Jones
2009-01-23,8077.56,Dow Jones
2009-01-26,8116.03,Dow Jones
2009-01-27,8174.73,Dow Jones
2009-01-28,8375.45,Dow Jones
2009-01-29,8149.01,Dow Jones
2009-01-30,8000.86,Dow Jones
2009-02-02,7936.75,Dow Jones
2009-02-03,8078.36,Dow Jones
2009-02-04,7956.66,Dow Jones
2009-02-05,8063.07,Dow Jones
2009-02-06,8280.59,Dow Jones
2009-02-09,8270.87,Dow Jones
2009-02-10,7888.88,Dow Jones
2009-02-11,7939.53,Dow Jones
2009-02-12,7932.76,Dow Jones
2009-02-13,7850.41,Dow Jones
2009-02-17,7552.6,Dow Jones
2009-02-18,7555.63,Dow Jones
2009-02-19,7465.95,Dow Jones
2009-02-20,7365.67,Dow Jones
2009-02-23,7114.78,Dow Jones
2009-02-24,7350.94,Dow Jones
2009-02-25,7270.89,Dow Jones
2009-02-26,7182.08,Dow Jones
2009-02-27,7062.93,Dow Jones
2009-03-02,6763.29,Dow Jones
2009-03-03,6726.02,Dow Jones
2009-03-04,6875.84,Dow Jones
2009-03-05,6594.44,Dow Jones
2009-03-06,6626.94,Dow Jones
2009-03-09,6547.05,Dow Jones
2009-03-10,6926.49,Dow Jones
2009-03-11,6930.4,Dow Jones
2009-03-12,7170.06,Dow Jones
2009-03-13,7223.98,Dow Jones
2009-03-16,7216.97,Dow Jones
2009-03-17,7395.7,Dow Jones
2009-03-18,7486.58,Dow Jones
2009-03-19,7400.8,Dow Jones
2009-03-20,7278.38,Dow Jones
2009-03-23,7775.86,Dow Jones
2009-03-24,7659.97,Dow Jones
2009-03-25,7749.81,Dow Jones
2009-03-26,7924.56,Dow Jones
2009-03-27,7776.18,Dow Jones
2009-03-30,7522.02,Dow Jones
2009-03-31,7608.92,Dow Jones
2009-04-01,7761.6,Dow Jones
2009-04-02,7978.08,Dow Jones
2009-04-03,8017.59,Dow Jones
2009-04-06,7975.85,Dow Jones
2009-04-07,7789.56,Dow Jones
2009-04-08,7837.11,Dow Jones
2009-04-09,8083.38,Dow Jones
2009-04-13,8057.81,Dow Jones
2009-04-14,7920.18,Dow Jones
2009-04-15,8029.62,Dow Jones
2009-04-16,8125.43,Dow Jones
2009-04-17,8131.33,Dow Jones
2009-04-20,7841.73,Dow Jones
2009-04-21,7969.56,Dow Jones
2009-04-22,7886.57,Dow Jones
2009-04-23,7957.06,Dow Jones
2009-04-24,8076.29,Dow Jones
2009-04-27,8025,Dow Jones
2009-04-28,8016.95,Dow Jones
2009-04-29,8185.73,Dow Jones
2009-04-30,8168.12,Dow Jones
2009-05-01,8212.41,Dow Jones
2009-05-04,8426.74,Dow Jones
2009-05-05,8410.65,Dow Jones
2009-05-06,8512.28,Dow Jones
2009-05-07,8409.85,Dow Jones
2009-05-08,8574.65,Dow Jones
2009-05-11,8418.77,Dow Jones
2009-05-12,8469.11,Dow Jones
2009-05-13,8284.89,Dow Jones
2009-05-14,8331.32,Dow Jones
2009-05-15,8268.64,Dow Jones
2009-05-18,8504.08,Dow Jones
2009-05-19,8474.85,Dow Jones
2009-05-20,8422.04,Dow Jones
2009-05-21,8292.13,Dow Jones
2009-05-22,8277.32,Dow Jones
2009-05-26,8473.49,Dow Jones
2009-05-27,8300.02,Dow Jones
2009-05-28,8403.8,Dow Jones
2009-05-29,8500.33,Dow Jones
2009-06-01,8721.44,Dow Jones
2009-06-02,8740.87,Dow Jones
2009-06-03,8675.24,Dow Jones
2009-06-04,8750.24,Dow Jones
2009-06-05,8763.13,Dow Jones
2009-06-08,8764.49,Dow Jones
2009-06-09,8763.06,Dow Jones
2009-06-10,8739.02,Dow Jones
2009-06-11,8770.92,Dow Jones
2009-06-12,8799.26,Dow Jones
2009-06-15,8612.13,Dow Jones
2009-06-16,8504.67,Dow Jones
2009-06-17,8497.18,Dow Jones
2009-06-18,8555.6,Dow Jones
2009-06-19,8539.73,Dow Jones
2009-06-22,8339.01,Dow Jones
2009-06-23,8322.91,Dow Jones
2009-06-24,8299.86,Dow Jones
2009-06-25,8472.4,Dow Jones
2009-06-26,8438.39,Dow Jones
2009-06-29,8529.38,Dow Jones
2009-06-30,8447,Dow Jones
2009-07-01,8504.06,Dow Jones
2009-07-02,8280.74,Dow Jones
2009-07-06,8324.87,Dow Jones
2009-07-07,8163.6,Dow Jones
2009-07-08,8178.41,Dow Jones
2009-07-09,8183.17,Dow Jones
2009-07-10,8146.52,Dow Jones
2009-07-13,8331.68,Dow Jones
2009-07-14,8359.49,Dow Jones
2009-07-15,8616.21,Dow Jones
2009-07-16,8711.82,Dow Jones
2009-07-17,8743.94,Dow Jones
2009-07-20,8848.15,Dow Jones
2009-07-21,8915.94,Dow Jones
2009-07-22,8881.26,Dow Jones
2009-07-23,9069.29,Dow Jones
2009-07-24,9093.24,Dow Jones
2009-07-27,9108.51,Dow Jones
2009-07-28,9096.72,Dow Jones
2009-07-29,9070.72,Dow Jones
2009-07-30,9154.46,Dow Jones
2009-07-31,9171.61,Dow Jones
2009-08-03,9286.56,Dow Jones
2009-08-04,9320.19,Dow Jones
2009-08-05,9280.97,Dow Jones
2009-08-06,9256.26,Dow Jones
2009-08-07,9370.07,Dow Jones
2009-08-10,9337.95,Dow Jones
2009-08-11,9241.45,Dow Jones
2009-08-12,9361.61,Dow Jones
2009-08-13,9398.19,Dow Jones
2009-08-14,9321.4,Dow Jones
2009-08-17,9135.34,Dow Jones
2009-08-18,9217.94,Dow Jones
2009-08-19,9279.16,Dow Jones
2009-08-20,9350.05,Dow Jones
2009-08-21,9505.96,Dow Jones
2009-08-24,9509.28,Dow Jones
2009-08-25,9539.29,Dow Jones
2009-08-26,9543.52,Dow Jones
2009-08-27,9580.63,Dow Jones
2009-08-28,9544.2,Dow Jones
2009-08-31,9496.28,Dow Jones
2009-09-01,9310.6,Dow Jones
2009-09-02,9280.67,Dow Jones
2009-09-03,9344.61,Dow Jones
2009-09-04,9441.27,Dow Jones
2009-09-08,9497.34,Dow Jones
2009-09-09,9547.22,Dow Jones
2009-09-10,9627.48,Dow Jones
2009-09-11,9605.41,Dow Jones
2009-09-14,9626.8,Dow Jones
2009-09-15,9683.41,Dow Jones
2009-09-16,9791.71,Dow Jones
2009-09-17,9783.92,Dow Jones
2009-09-18,9820.2,Dow Jones
2009-09-21,9778.86,Dow Jones
2009-09-22,9829.87,Dow Jones
2009-09-23,9748.55,Dow Jones
2009-09-24,9707.44,Dow Jones
2009-09-25,9665.19,Dow Jones
2009-09-28,9789.36,Dow Jones
2009-09-29,9742.2,Dow Jones
2009-09-30,9712.28,Dow Jones
2009-10-01,9509.28,Dow Jones
2009-10-02,9487.67,Dow Jones
2009-10-05,9599.75,Dow Jones
2009-10-06,9731.25,Dow Jones
2009-10-07,9725.58,Dow Jones
2009-10-08,9786.87,Dow Jones
2009-10-09,9864.94,Dow Jones
2009-10-12,9885.8,Dow Jones
2009-10-13,9871.06,Dow Jones
2009-10-14,10015.86,Dow Jones
2009-10-15,10062.94,Dow Jones
2009-10-16,9995.91,Dow Jones
2009-10-19,10092.19,Dow Jones
2009-10-20,10041.48,Dow Jones
2009-10-21,9949.36,Dow Jones
2009-10-22,10081.31,Dow Jones
2009-10-23,9972.18,Dow Jones
2009-10-26,9867.96,Dow Jones
2009-10-27,9882.17,Dow Jones
2009-10-28,9762.69,Dow Jones
2009-10-29,9962.58,Dow Jones
2009-10-30,9712.73,Dow Jones
2009-11-02,9789.44,Dow Jones
2009-11-03,9771.91,Dow Jones
2009-11-04,9802.14,Dow Jones
2009-11-05,10005.96,Dow Jones
2009-11-06,10023.42,Dow Jones
2009-11-09,10226.94,Dow Jones
2009-11-10,10246.97,Dow Jones
2009-11-11,10291.26,Dow Jones
2009-11-12,10197.47,Dow Jones
2009-11-13,10270.47,Dow Jones
2009-11-16,10406.96,Dow Jones
2009-11-17,10437.42,Dow Jones
2009-11-18,10426.31,Dow Jones
2009-11-19,10332.44,Dow Jones
2009-11-20,10318.16,Dow Jones
2009-11-23,10450.95,Dow Jones
2009-11-24,10433.71,Dow Jones
2009-11-25,10464.4,Dow Jones
2009-11-27,10309.92,Dow Jones
2009-11-30,10344.84,Dow Jones
2009-12-01,10471.58,Dow Jones
2009-12-02,10452.68,Dow Jones
2009-12-03,10366.15,Dow Jones
2009-12-04,10388.9,Dow Jones
2009-12-07,10390.11,Dow Jones
2009-12-08,10285.97,Dow Jones
2009-12-09,10337.05,Dow Jones
2009-12-10,10405.83,Dow Jones
2009-12-11,10471.5,Dow Jones
2009-12-14,10501.05,Dow Jones
2009-12-15,10452,Dow Jones
2009-12-16,10441.12,Dow Jones
2009-12-17,10308.26,Dow Jones
2009-12-18,10328.89,Dow Jones
2009-12-21,10414.14,Dow Jones
2009-12-22,10464.93,Dow Jones
2009-12-23,10466.44,Dow Jones
2009-12-24,10520.09,Dow Jones
2009-12-28,10547.08,Dow Jones
2009-12-29,10545.41,Dow Jones
2009-12-30,10548.51,Dow Jones
2009-12-31,10428.05,Dow Jones
2010-01-04,10583.96,Dow Jones
2010-01-05,10572.02,Dow Jones
2010-01-06,10573.68,Dow Jones
2010-01-07,10606.86,Dow Jones
2010-01-08,10618.19,Dow Jones
2010-01-11,10663.99,Dow Jones
2010-01-12,10627.26,Dow Jones
2010-01-13,10680.77,Dow Jones
2010-01-14,10710.55,Dow Jones
2010-01-15,10609.65,Dow Jones
2010-01-19,10725.43,Dow Jones
2010-01-20,10603.15,Dow Jones
2010-01-21,10389.88,Dow Jones
2010-01-22,10172.98,Dow Jones
2010-01-25,10196.86,Dow Jones
2010-01-26,10194.29,Dow Jones
2010-01-27,10236.16,Dow Jones
2010-01-28,10120.46,Dow Jones
2010-01-29,10067.33,Dow Jones
2010-02-01,10185.53,Dow Jones
2010-02-02,10296.85,Dow Jones
2010-02-03,10270.55,Dow Jones
2010-02-04,10002.18,Dow Jones
2010-02-05,10012.23,Dow Jones
2010-02-08,9908.39,Dow Jones
2010-02-09,10058.64,Dow Jones
2010-02-10,10038.38,Dow Jones
2010-02-11,10144.19,Dow Jones
2010-02-12,10099.14,Dow Jones
2010-02-16,10268.81,Dow Jones
2010-02-17,10309.24,Dow Jones
2010-02-18,10392.9,Dow Jones
2010-02-19,10402.35,Dow Jones
2010-02-22,10383.38,Dow Jones
2010-02-23,10282.41,Dow Jones
2010-02-24,10374.16,Dow Jones
2010-02-25,10321.03,Dow Jones
2010-02-26,10325.26,Dow Jones
2010-03-01,10403.79,Dow Jones
2010-03-02,10405.98,Dow Jones
2010-03-03,10396.76,Dow Jones
2010-03-04,10444.14,Dow Jones
2010-03-05,10566.2,Dow Jones
2010-03-08,10552.52,Dow Jones
2010-03-09,10564.38,Dow Jones
2010-03-10,10567.33,Dow Jones
2010-03-11,10611.84,Dow Jones
2010-03-12,10624.69,Dow Jones
2010-03-15,10642.15,Dow Jones
2010-03-16,10685.98,Dow Jones
2010-03-17,10733.67,Dow Jones
2010-03-18,10779.17,Dow Jones
2010-03-19,10741.98,Dow Jones
2010-03-22,10785.89,Dow Jones
2010-03-23,10888.83,Dow Jones
2010-03-24,10836.15,Dow Jones
2010-03-25,10841.21,Dow Jones
2010-03-26,10850.36,Dow Jones
2010-03-29,10895.86,Dow Jones
2010-03-30,10907.42,Dow Jones
2010-03-31,10856.63,Dow Jones
2010-04-01,10927.07,Dow Jones
2010-04-05,10973.55,Dow Jones
2010-04-06,10969.99,Dow Jones
2010-04-07,10897.52,Dow Jones
2010-04-08,10927.07,Dow Jones
2010-04-09,10997.35,Dow Jones
2010-04-12,11005.97,Dow Jones
2010-04-13,11019.42,Dow Jones
2010-04-14,11123.11,Dow Jones
2010-04-15,11144.57,Dow Jones
2010-04-16,11018.66,Dow Jones
2010-04-19,11092.05,Dow Jones
2010-04-20,11117.06,Dow Jones
2010-04-21,11124.92,Dow Jones
2010-04-22,11134.29,Dow Jones
2010-04-23,11204.28,Dow Jones
2010-04-26,11205.03,Dow Jones
2010-04-27,10991.99,Dow Jones
2010-04-28,11045.27,Dow Jones
2010-04-29,11167.32,Dow Jones
2010-04-30,11008.61,Dow Jones
2010-05-03,11151.83,Dow Jones
2010-05-04,10926.77,Dow Jones
2010-05-05,10866.83,Dow Jones
2010-05-06,10520.32,Dow Jones
2010-05-07,10380.43,Dow Jones
2010-05-10,10785.14,Dow Jones
2010-05-11,10748.26,Dow Jones
2010-05-12,10896.91,Dow Jones
2010-05-13,10782.95,Dow Jones
2010-05-14,10620.16,Dow Jones
2010-05-17,10625.83,Dow Jones
2010-05-18,10510.95,Dow Jones
2010-05-19,10444.37,Dow Jones
2010-05-20,10068.01,Dow Jones
2010-05-21,10193.39,Dow Jones
2010-05-24,10066.57,Dow Jones
2010-05-25,10043.75,Dow Jones
2010-05-26,9974.45,Dow Jones
2010-05-27,10258.99,Dow Jones
2010-05-28,10136.63,Dow Jones
2010-06-01,10024.02,Dow Jones
2010-06-02,10249.54,Dow Jones
2010-06-03,10255.28,Dow Jones
2010-06-04,9931.97,Dow Jones
2010-06-07,9816.49,Dow Jones
2010-06-08,9939.98,Dow Jones
2010-06-09,9899.25,Dow Jones
2010-06-10,10172.53,Dow Jones
2010-06-11,10211.07,Dow Jones
2010-06-14,10190.89,Dow Jones
2010-06-15,10404.77,Dow Jones
2010-06-16,10409.46,Dow Jones
2010-06-17,10434.17,Dow Jones
2010-06-18,10450.64,Dow Jones
2010-06-21,10442.41,Dow Jones
2010-06-22,10293.52,Dow Jones
2010-06-23,10298.44,Dow Jones
2010-06-24,10152.8,Dow Jones
2010-06-25,10143.81,Dow Jones
2010-06-28,10138.52,Dow Jones
2010-06-29,9870.3,Dow Jones
2010-06-30,9774.02,Dow Jones
2010-07-01,9732.53,Dow Jones
2010-07-02,9686.48,Dow Jones
2010-07-06,9743.62,Dow Jones
2010-07-07,10018.28,Dow Jones
2010-07-08,10138.99,Dow Jones
2010-07-09,10198.03,Dow Jones
2010-07-12,10216.27,Dow Jones
2010-07-13,10363.02,Dow Jones
2010-07-14,10366.72,Dow Jones
2010-07-15,10359.31,Dow Jones
2010-07-16,10097.9,Dow Jones
2010-07-19,10154.43,Dow Jones
2010-07-20,10229.96,Dow Jones
2010-07-21,10120.53,Dow Jones
2010-07-22,10322.3,Dow Jones
2010-07-23,10424.62,Dow Jones
2010-07-26,10525.43,Dow Jones
2010-07-27,10537.69,Dow Jones
2010-07-28,10497.88,Dow Jones
2010-07-29,10467.16,Dow Jones
2010-07-30,10465.94,Dow Jones
2010-08-02,10674.38,Dow Jones
2010-08-03,10636.38,Dow Jones
2010-08-04,10680.43,Dow Jones
2010-08-05,10674.98,Dow Jones
2010-08-06,10653.56,Dow Jones
2010-08-09,10698.75,Dow Jones
2010-08-10,10644.25,Dow Jones
2010-08-11,10378.83,Dow Jones
2010-08-12,10319.95,Dow Jones
2010-08-13,10303.15,Dow Jones
2010-08-16,10302.01,Dow Jones
2010-08-17,10405.85,Dow Jones
2010-08-18,10415.54,Dow Jones
2010-08-19,10271.21,Dow Jones
2010-08-20,10213.62,Dow Jones
2010-08-23,10174.41,Dow Jones
2010-08-24,10040.45,Dow Jones
2010-08-25,10060.06,Dow Jones
2010-08-26,9985.81,Dow Jones
2010-08-27,10150.65,Dow Jones
2010-08-30,10009.73,Dow Jones
2010-08-31,10014.72,Dow Jones
2010-09-01,10269.47,Dow Jones
2010-09-02,10320.1,Dow Jones
2010-09-03,10447.93,Dow Jones
2010-09-07,10340.69,Dow Jones
2010-09-08,10387.01,Dow Jones
2010-09-09,10415.24,Dow Jones
2010-09-10,10462.77,Dow Jones
2010-09-13,10544.13,Dow Jones
2010-09-14,10526.49,Dow Jones
2010-09-15,10572.73,Dow Jones
2010-09-16,10594.83,Dow Jones
2010-09-17,10607.85,Dow Jones
2010-09-20,10753.62,Dow Jones
2010-09-21,10761.03,Dow Jones
2010-09-22,10739.31,Dow Jones
2010-09-23,10662.42,Dow Jones
2010-09-24,10860.26,Dow Jones
2010-09-27,10812.04,Dow Jones
2010-09-28,10858.14,Dow Jones
2010-09-29,10835.28,Dow Jones
2010-09-30,10788.05,Dow Jones
2010-10-01,10829.68,Dow Jones
2010-10-04,10751.27,Dow Jones
2010-10-05,10944.72,Dow Jones
2010-10-06,10967.65,Dow Jones
2010-10-07,10948.58,Dow Jones
2010-10-08,11006.48,Dow Jones
2010-10-11,11010.34,Dow Jones
2010-10-12,11020.4,Dow Jones
2010-10-13,11096.08,Dow Jones
2010-10-14,11094.57,Dow Jones
2010-10-15,11062.78,Dow Jones
2010-10-18,11143.69,Dow Jones
2010-10-19,10978.62,Dow Jones
2010-10-20,11107.97,Dow Jones
2010-10-21,11146.57,Dow Jones
2010-10-22,11132.56,Dow Jones
2010-10-25,11164.05,Dow Jones
2010-10-26,11169.46,Dow Jones
2010-10-27,11126.28,Dow Jones
2010-10-28,11113.95,Dow Jones
2010-10-29,11118.49,Dow Jones
2010-11-01,11124.62,Dow Jones
2010-11-02,11188.72,Dow Jones
2010-11-03,11215.13,Dow Jones
2010-11-04,11434.84,Dow Jones
2010-11-05,11444.08,Dow Jones
2010-11-08,11406.84,Dow Jones
2010-11-09,11346.75,Dow Jones
2010-11-10,11357.04,Dow Jones
2010-11-11,11283.1,Dow Jones
2010-11-12,11192.58,Dow Jones
2010-11-15,11201.97,Dow Jones
2010-11-16,11023.5,Dow Jones
2010-11-17,11007.88,Dow Jones
2010-11-18,11181.23,Dow Jones
2010-11-19,11203.55,Dow Jones
2010-11-22,11178.58,Dow Jones
2010-11-23,11036.37,Dow Jones
2010-11-24,11187.28,Dow Jones
2010-11-26,11091.87,Dow Jones
2010-11-29,11052.49,Dow Jones
2010-11-30,11006.02,Dow Jones
2010-12-01,11255.78,Dow Jones
2010-12-02,11362.41,Dow Jones
2010-12-03,11382.09,Dow Jones
2010-12-06,11362.19,Dow Jones
2010-12-07,11359.16,Dow Jones
2010-12-08,11372.48,Dow Jones
2010-12-09,11370.06,Dow Jones
2010-12-10,11410.32,Dow Jones
2010-12-13,11428.56,Dow Jones
2010-12-14,11476.54,Dow Jones
2010-12-15,11457.47,Dow Jones
2010-12-16,11499.25,Dow Jones
2010-12-17,11491.91,Dow Jones
2010-12-20,11478.13,Dow Jones
2010-12-21,11533.16,Dow Jones
2010-12-22,11559.49,Dow Jones
2010-12-23,11573.49,Dow Jones
2010-12-27,11555.03,Dow Jones
2010-12-28,11575.54,Dow Jones
2010-12-29,11585.38,Dow Jones
2010-12-30,11569.71,Dow Jones
2010-12-31,11577.51,Dow Jones
2011-01-03,11670.75,Dow Jones
